Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Yield
27.38,63.54,38.63,Loamy,Ground Nuts,21,0,26,10-26-26,2243
30.85,61.14,54.1,Red,Sugarcane,34,0,0,14-35-14,8755
34.43,53.83,67.15,Clayey,Maize,12,13,31,17-17-17,4988
32.02,55.71,67.83,Clayey,Maize,14,6,27,20-20,3571
30.87,48.15,28.62,Loamy,Oil seeds,41,0,3,20-20,2306
30.34,65.67,31.36,Sandy,Barley,15,19,14,DAP,2761
39.88,61.95,47.99,Black,Ground Nuts,7,10,25,14-35-14,2745
25.91,49.54,54.66,Loamy,Oil seeds,7,18,17,Urea,2816
26.43,46.63,42.08,Sandy,Maize,8,17,19,17-17-17,4987
30.48,65.53,69.54,Black,Oil seeds,16,2,40,10-26-26,1527
36.97,55.81,41.5,Clayey,Ground Nuts,35,0,0,DAP,2142
27.63,60.94,44.64,Red,Paddy,7,3,39,28-28,4408
24.24,45.83,31.62,Clayey,Paddy,3,16,11,28-28,5247
36.09,59.96,40.07,Red,Wheat,38,0,4,28-28,2788
29.1,73.96,55.31,Clayey,Oil seeds,26,0,19,DAP,1975
31.11,59.97,37.7,Red,Tobacco,8,18,21,DAP,1666
22.24,53.86,57.32,Red,Ground Nuts,9,17,15,Urea,1619
27.82,55.13,42.05,Sandy,Tobacco,20,0,23,Urea,1838
39.12,70.65,46.22,Clayey,Maize,7,0,42,20-20,4484
25.31,51.79,51.38,Clayey,Tobacco,27,0,17,10-26-26,2438
31.03,60.24,49.2,Sandy,Sugarcane,39,0,1,28-28,7218
34.83,50.31,46.32,Sandy,Millets,11,0,10,20-20,2135
37.71,79.73,38.27,Black,Paddy,8,0,43,DAP,5640
24.45,67.55,32.45,Red,Ground Nuts,16,18,13,20-20,2321
37.69,72.0,68.84,Sandy,Oil seeds,11,0,37,17-17-17,1975
29.54,53.63,58.72,Clayey,Paddy,39,0,0,10-26-26,5652
29.25,48.93,39.46,Clayey,Paddy,35,0,3,20-20,5336
26.75,59.07,20.0,Clayey,Barley,11,10,9,20-20,2546
22.76,48.63,20.61,Clayey,Sugarcane,13,2,40,10-26-26,6568
24.26,46.73,63.59,Clayey,Millets,14,8,19,28-28,2608
31.35,50.33,31.43,Loamy,Tobacco,12,7,32,28-28,2229
35.06,63.37,43.28,Sandy,Cotton,8,12,27,17-17-17,1059
35.85,66.05,54.54,Loamy,Paddy,34,0,0,10-26-26,4318
35.75,63.33,35.33,Clayey,Oil seeds,42,4,0,28-28,1668
24.06,50.18,49.03,Sandy,Millets,22,0,16,20-20,2914
35.64,52.08,40.4,Black,Wheat,19,0,27,14-35-14,3156
30.3,48.94,35.02,Black,Ground Nuts,27,1,23,28-28,2226
30.14,73.6,67.33,Red,Tobacco,21,0,20,DAP,2292
33.84,63.74,29.44,Black,Cotton,10,8,26,DAP,1479
31.5,63.37,26.54,Clayey,Wheat,11,0,44,DAP,2939
31.37,66.0,54.39,Black,Millets,5,11,28,28-28,2680
24.09,56.99,25.25,Red,Sugarcane,38,0,0,Urea,6454
28.75,58.24,64.26,Clayey,Cotton,5,6,35,DAP,1143
29.46,54.26,34.31,Clayey,Paddy,8,14,23,17-17-17,5592
32.22,54.1,33.62,Red,Ground Nuts,21,1,15,14-35-14,1722
29.28,59.35,30.16,Clayey,Cotton,10,22,12,14-35-14,1731
25.75,50.81,43.31,Clayey,Barley,9,0,38,28-28,2538
29.84,52.93,40.42,Clayey,Oil seeds,43,0,0,10-26-26,2429
31.58,72.67,27.01,Clayey,Maize,11,0,15,DAP,3951
35.52,53.01,36.3,Clayey,Sugarcane,26,0,27,20-20,6823
24.01,50.76,23.95,Clayey,Sugarcane,10,14,31,20-20,8094
28.52,53.93,37.44,Black,Oil seeds,12,0,35,14-35-14,1935
27.56,69.63,55.59,Black,Barley,6,11,35,20-20,2109
34.13,60.59,68.17,Red,Tobacco,13,7,19,Urea,1979
35.28,59.92,52.55,Black,Oil seeds,11,12,28,Urea,2179
34.8,59.38,24.81,Red,Paddy,5,4,33,20-20,4230
39.55,79.33,53.87,Red,Tobacco,35,3,0,Urea,2187
27.27,70.2,48.0,Black,Sugarcane,21,0,22,Urea,6292
40.0,60.57,39.92,Black,Pulses,11,0,18,28-28,1432
35.0,71.76,41.14,Clayey,Tobacco,13,4,39,28-28,2080
32.67,72.64,62.88,Clayey,Millets,41,4,0,17-17-17,2822
30.88,57.26,21.02,Clayey,Cotton,14,0,16,17-17-17,1087
35.06,71.81,44.59,Red,Paddy,7,22,21,20-20,5034
27.2,53.22,65.54,Black,Millets,37,0,3,14-35-14,2807
31.64,57.41,46.37,Red,Oil seeds,11,14,16,14-35-14,2887
23.83,54.44,52.12,Clayey,Cotton,3,13,11,10-26-26,1158
34.53,50.56,59.52,Red,Millets,6,12,33,14-35-14,2848
32.26,46.78,65.84,Clayey,Oil seeds,37,4,0,28-28,2023
33.72,54.76,55.49,Loamy,Millets,9,0,36,DAP,2070
31.51,61.78,30.0,Loamy,Cotton,37,0,0,14-35-14,1379
39.52,68.5,46.86,Red,Maize,11,4,36,DAP,4947
29.04,69.4,35.7,Loamy,Paddy,25,0,18,14-35-14,5152
29.36,57.52,28.75,Clayey,Barley,12,0,40,DAP,2011
31.55,55.2,56.98,Clayey,Millets,9,15,10,17-17-17,2764
30.73,58.57,39.43,Red,Paddy,11,0,6,20-20,4347
21.81,44.3,53.45,Loamy,Maize,24,0,17,14-35-14,3695
28.73,53.76,21.09,Red,Paddy,14,4,44,20-20,5592
30.44,50.27,63.48,Clayey,Oil seeds,9,3,35,Urea,2733
26.71,61.14,45.55,Sandy,Ground Nuts,19,0,17,Urea,1782
33.67,60.82,20.16,Clayey,Cotton,4,5,29,Urea,1243
30.18,58.08,31.69,Red,Tobacco,17,2,14,10-26-26,2319
30.96,71.75,32.0,Black,Ground Nuts,8,3,39,Urea,1991
27.86,65.21,33.52,Sandy,Wheat,9,18,11,10-26-26,3142
23.48,62.95,44.68,Red,Wheat,40,3,1,Urea,3085
25.76,59.69,42.9,Clayey,Paddy,9,9,25,Urea,5079
34.01,66.76,38.99,Sandy,Wheat,43,0,4,14-35-14,2896
28.1,63.12,59.22,Clayey,Wheat,41,2,1,20-20,2583
36.54,59.79,31.06,Sandy,Maize,17,4,19,DAP,3587
36.4,64.47,41.6,Black,Pulses,11,3,6,Urea,2452
29.53,62.5,21.78,Black,Cotton,36,0,0,28-28,1108
26.54,60.09,68.52,Clayey,Wheat,8,3,9,14-35-14,2918
34.58,71.62,47.49,Black,Barley,0,12,30,DAP,2350
31.48,62.41,24.55,Sandy,Sugarcane,14,0,34,17-17-17,9759
34.25,73.85,41.28,Black,Barley,10,22,18,17-17-17,2424
25.08,62.43,46.48,Loamy,Oil seeds,22,1,21,20-20,2202
28.44,55.65,65.23,Sandy,Pulses,38,2,0,28-28,2347
25.89,50.14,30.58,Red,Cotton,33,0,1,28-28,1713
32.12,77.32,23.3,Black,Millets,7,3,37,17-17-17,1980
34.41,61.06,44.38,Clayey,Barley,1,6,29,28-28,2061
34.19,62.08,20.0,Black,Paddy,8,6,27,10-26-26,5689
38.22,57.94,50.07,Sandy,Paddy,6,0,12,17-17-17,4809
27.87,55.62,31.24,Loamy,Ground Nuts,12,0,42,20-20,2724
27.56,65.73,22.89,Sandy,Tobacco,3,12,17,28-28,1507
28.02,48.4,57.89,Sandy,Maize,16,0,30,10-26-26,4239
24.06,59.62,70.0,Red,Sugarcane,17,0,32,10-26-26,7088
23.7,61.92,38.39,Clayey,Maize,8,3,33,Urea,4588
26.86,65.22,55.92,Red,Millets,5,15,12,20-20,2062
33.41,52.42,48.93,Red,Tobacco,17,0,20,DAP,2077
24.1,54.53,37.08,Black,Paddy,42,3,0,Urea,4197
30.76,52.1,45.25,Clayey,Ground Nuts,10,0,38,10-26-26,2472
33.33,67.32,54.05,Red,Maize,14,0,38,Urea,3126
32.57,60.04,49.72,Black,Ground Nuts,9,0,31,10-26-26,2074
33.14,49.74,33.96,Red,Ground Nuts,15,21,16,17-17-17,2077
36.86,63.61,26.57,Clayey,Oil seeds,19,0,24,20-20,2052
31.44,53.24,45.64,Sandy,Oil seeds,19,0,20,Urea,2193
24.61,49.42,45.94,Black,Millets,39,4,4,20-20,2050
31.16,52.39,22.68,Loamy,Maize,44,1,0,28-28,3774
31.73,64.39,55.77,Black,Oil seeds,6,11,25,28-28,1973
27.73,55.39,44.28,Black,Tobacco,34,3,4,Urea,2028
29.91,67.67,41.74,Sandy,Wheat,27,0,21,DAP,3145
28.48,69.72,42.47,Clayey,Millets,44,0,2,20-20,2462
26.37,52.84,20.0,Clayey,Wheat,4,7,28,20-20,3167
37.29,68.48,37.23,Clayey,Cotton,38,0,0,20-20,1191
27.28,49.29,53.75,Loamy,Ground Nuts,27,1,15,17-17-17,2118
28.54,52.41,56.61,Sandy,Maize,9,13,29,17-17-17,3016
35.52,58.55,37.93,Loamy,Oil seeds,22,2,21,28-28,2046
34.31,59.99,45.08,Red,Cotton,12,2,39,20-20,1152
22.21,52.71,52.42,Clayey,Sugarcane,12,0,12,28-28,7682
32.06,70.94,66.54,Black,Tobacco,5,0,11,Urea,1632
39.45,61.53,28.76,Loamy,Sugarcane,15,0,39,14-35-14,6990
28.44,52.58,36.69,Black,Barley,6,18,21,Urea,2812
24.39,61.39,39.84,Sandy,Barley,18,0,21,14-35-14,2566
27.7,55.99,39.51,Clayey,Wheat,35,0,0,Urea,3178
27.84,67.18,46.95,Black,Cotton,18,0,17,10-26-26,1344
24.56,58.5,32.41,Clayey,Oil seeds,17,0,23,17-17-17,1843
32.07,67.78,33.63,Clayey,Wheat,18,0,18,28-28,3166
31.04,52.32,62.57,Loamy,Sugarcane,10,8,26,17-17-17,9853
24.82,49.2,36.28,Clayey,Paddy,7,0,18,17-17-17,5077
29.17,47.64,58.77,Clayey,Oil seeds,38,4,0,DAP,1510
22.49,53.29,40.75,Loamy,Ground Nuts,24,3,27,17-17-17,1863
30.17,51.2,34.47,Black,Ground Nuts,7,9,16,28-28,2445
29.86,52.39,28.29,Loamy,Sugarcane,10,0,44,Urea,9563
26.36,64.53,20.0,Black,Sugarcane,0,21,19,17-17-17,6179
29.94,57.63,50.05,Loamy,Pulses,9,13,18,10-26-26,1431
24.42,60.92,38.85,Sandy,Tobacco,9,11,14,DAP,2071
35.93,62.74,49.08,Sandy,Ground Nuts,7,2,39,10-26-26,2933
28.33,55.61,32.04,Clayey,Cotton,39,3,0,14-35-14,1073
32.95,64.98,33.74,Clayey,Maize,26,0,25,14-35-14,4384
25.86,69.87,40.56,Clayey,Barley,8,0,39,10-26-26,2825
32.74,52.59,32.29,Sandy,Pulses,19,3,21,14-35-14,1086
27.17,60.75,56.14,Red,Ground Nuts,10,10,32,Urea,2369
24.86,49.39,31.93,Red,Paddy,31,4,0,17-17-17,4682
40.0,74.58,50.59,Black,Oil seeds,44,0,0,10-26-26,2105
26.12,62.49,63.64,Sandy,Barley,18,2,33,DAP,2998
29.0,56.76,20.0,Sandy,Cotton,12,0,39,Urea,1501
32.73,57.84,40.73,Sandy,Oil seeds,24,0,19,20-20,2610
29.99,62.67,29.97,Sandy,Millets,14,0,40,Urea,2994
26.67,56.31,37.51,Red,Maize,23,0,19,20-20,4997
33.3,67.48,42.24,Loamy,Barley,9,0,32,17-17-17,2540
35.44,66.64,32.53,Sandy,Paddy,11,0,42,17-17-17,5092
33.13,57.08,25.06,Black,Oil seeds,10,3,40,Urea,2598
35.11,62.94,34.46,Sandy,Pulses,15,0,36,Urea,1099
29.01,61.71,48.57,Sandy,Paddy,13,0,14,Urea,4219
38.94,75.61,49.89,Clayey,Maize,34,0,0,DAP,4233
30.55,51.34,42.6,Black,Sugarcane,9,0,7,17-17-17,9232
28.16,58.55,25.26,Clayey,Barley,18,1,15,20-20,2076
40.0,64.09,46.49,Sandy,Tobacco,4,4,29,Urea,2071
29.35,62.25,39.85,Loamy,Ground Nuts,12,4,5,Urea,2450
26.48,62.9,33.45,Sandy,Oil seeds,9,15,16,DAP,1593
27.66,47.56,41.75,Black,Ground Nuts,11,1,9,10-26-26,2211
35.72,68.72,25.91,Red,Wheat,21,0,18,20-20,2980
28.79,48.06,37.93,Loamy,Wheat,36,0,3,28-28,3285
34.17,58.77,44.38,Sandy,Sugarcane,43,3,1,28-28,7838
26.8,44.21,38.52,Sandy,Ground Nuts,23,4,15,14-35-14,2996
28.95,59.12,26.9,Black,Wheat,33,0,1,10-26-26,3110
32.83,68.78,37.84,Sandy,Wheat,38,1,0,10-26-26,2732
25.25,45.43,65.6,Black,Cotton,35,0,4,14-35-14,1781
30.33,62.51,68.4,Sandy,Tobacco,28,4,22,20-20,2345
32.02,63.85,28.71,Red,Maize,39,1,4,17-17-17,3742
31.17,55.69,40.48,Loamy,Wheat,35,0,3,17-17-17,3487
28.93,70.5,64.49,Black,Maize,10,16,18,10-26-26,3994
30.87,63.26,31.49,Black,Cotton,25,4,19,28-28,1749
25.69,62.47,65.56,Black,Paddy,38,0,0,17-17-17,4448
28.09,62.05,41.9,Red,Wheat,7,4,9,14-35-14,2838
32.56,65.99,36.24,Loamy,Ground Nuts,14,4,18,20-20,2249
30.46,54.2,26.28,Black,Cotton,11,7,32,10-26-26,1078
35.65,66.09,33.49,Black,Oil seeds,17,0,23,20-20,2991
29.94,55.21,52.74,Red,Barley,19,1,25,DAP,2985
21.71,49.72,30.07,Black,Paddy,15,14,10,Urea,4927
26.09,61.38,37.05,Black,Tobacco,8,10,17,20-20,2312
31.74,68.91,47.96,Clayey,Millets,38,0,3,28-28,2834
38.84,61.78,60.96,Loamy,Maize,14,0,34,Urea,3403
30.25,53.77,39.07,Clayey,Cotton,18,0,17,DAP,1710
32.22,67.1,64.91,Red,Ground Nuts,9,2,36,28-28,2614
26.13,55.16,61.36,Black,Pulses,16,0,39,DAP,2073
37.33,62.07,24.59,Sandy,Wheat,12,2,43,10-26-26,3049
31.94,43.31,56.99,Red,Cotton,14,0,14,20-20,1077
28.23,54.78,46.69,Sandy,Pulses,36,0,0,14-35-14,1446
30.54,45.68,27.66,Loamy,Pulses,11,0,35,20-20,1657
30.6,55.38,35.35,Loamy,Paddy,2,23,17,DAP,5586
39.13,73.24,41.33,Loamy,Maize,9,3,42,28-28,4452
25.75,61.91,33.57,Clayey,Wheat,20,0,17,Urea,2531
29.99,60.85,46.92,Loamy,Barley,25,0,18,20-20,2325
40.0,68.84,70.0,Red,Millets,10,0,38,10-26-26,2472
31.08,51.34,55.35,Clayey,Oil seeds,15,1,7,28-28,2941
28.77,51.58,35.29,Clayey,Pulses,33,0,0,Urea,1412
40.0,64.69,54.83,Loamy,Sugarcane,8,8,25,DAP,7806
27.43,51.19,59.36,Sandy,Tobacco,11,0,37,17-17-17,2186
32.79,45.26,26.63,Loamy,Wheat,38,0,0,10-26-26,3037
31.04,71.72,53.87,Clayey,Paddy,12,12,7,14-35-14,5477
25.99,51.27,38.05,Loamy,Maize,25,0,15,DAP,4868
38.25,61.62,25.91,Loamy,Tobacco,9,1,11,20-20,1804
25.03,59.25,46.72,Red,Tobacco,7,11,15,Urea,2154
22.52,59.32,31.39,Black,Sugarcane,36,0,3,17-17-17,9418
26.12,56.29,67.0,Loamy,Maize,10,0,6,14-35-14,3921
26.09,50.71,44.3,Black,Pulses,12,4,34,28-28,1206
38.53,69.75,61.48,Clayey,Paddy,13,0,36,10-26-26,4672
28.93,60.61,46.4,Sandy,Sugarcane,38,0,0,17-17-17,6591
29.51,57.86,47.6,Black,Barley,17,4,11,20-20,2793
33.95,69.5,26.36,Red,Cotton,15,2,38,20-20,1392
30.99,47.42,57.98,Clayey,Sugarcane,5,3,10,28-28,9796
32.26,54.9,62.24,Sandy,Maize,7,0,36,Urea,4162
31.83,67.7,37.31,Red,Barley,3,17,17,14-35-14,2178
31.94,61.1,52.49,Loamy,Pulses,14,0,36,Urea,1625
26.53,58.97,45.49,Black,Sugarcane,20,1,25,10-26-26,8188
28.16,49.51,36.1,Sandy,Ground Nuts,32,3,1,10-26-26,2621
38.8,63.61,68.24,Black,Sugarcane,12,0,37,Urea,7289
21.85,44.0,49.66,Clayey,Cotton,11,10,17,14-35-14,1068
35.0,65.39,37.65,Loamy,Sugarcane,18,2,44,DAP,7740
31.91,54.59,63.99,Loamy,Pulses,13,10,10,14-35-14,2063
26.67,55.69,30.74,Loamy,Cotton,23,4,22,10-26-26,1501
26.68,54.5,38.68,Loamy,Tobacco,9,0,13,17-17-17,2106
29.19,60.94,42.0,Red,Oil seeds,27,3,15,20-20,1996
22.27,59.9,51.79,Clayey,Ground Nuts,12,2,11,20-20,2030
37.63,71.29,50.14,Red,Cotton,20,4,22,10-26-26,1249
33.13,70.61,42.85,Loamy,Wheat,18,11,10,DAP,2690
28.6,56.17,57.59,Clayey,Ground Nuts,35,0,4,Urea,2382
34.35,60.57,46.46,Sandy,Pulses,23,0,24,28-28,2136
23.82,53.92,33.92,Clayey,Pulses,46,0,3,Urea,1797
27.76,52.38,36.17,Loamy,Oil seeds,22,3,20,17-17-17,2984
24.68,43.45,57.28,Loamy,Paddy,5,0,18,20-20,5977
24.1,45.69,20.64,Red,Oil seeds,35,0,1,DAP,1624
30.87,65.28,46.28,Clayey,Oil seeds,6,12,12,Urea,2769
33.69,71.85,50.83,Sandy,Millets,31,0,0,28-28,1681
33.65,65.32,70.0,Clayey,Millets,17,2,37,14-35-14,1788
30.33,44.11,26.82,Black,Ground Nuts,14,0,13,DAP,2829
29.74,63.49,44.31,Sandy,Wheat,21,4,26,28-28,2671
26.3,54.13,34.21,Sandy,Pulses,15,0,37,17-17-17,1575
24.96,44.47,66.11,Sandy,Sugarcane,8,0,9,17-17-17,9240
33.57,60.78,51.96,Red,Paddy,16,0,37,10-26-26,4107
33.5,56.07,54.11,Clayey,Oil seeds,14,0,14,10-26-26,2253
30.24,61.77,37.68,Loamy,Tobacco,14,0,16,20-20,1958
37.62,69.05,44.74,Red,Pulses,5,9,31,DAP,1228
25.79,60.67,43.34,Clayey,Paddy,36,0,0,DAP,5895
30.35,60.18,63.97,Sandy,Millets,35,4,1,DAP,1690
31.38,51.49,61.27,Red,Paddy,6,3,38,14-35-14,5768
29.28,71.07,35.67,Black,Sugarcane,12,3,41,Urea,8652
31.0,57.54,48.96,Red,Barley,5,10,26,DAP,2000
33.3,68.18,47.51,Clayey,Ground Nuts,14,18,8,14-35-14,2796
22.85,55.1,29.09,Red,Oil seeds,13,1,43,14-35-14,2985
33.98,62.99,50.43,Sandy,Barley,10,0,9,20-20,2287
28.82,62.48,20.0,Black,Millets,14,0,10,14-35-14,2263
29.99,66.83,47.07,Loamy,Paddy,9,0,37,Urea,5986
34.18,67.07,58.67,Loamy,Tobacco,19,3,39,17-17-17,2458
40.0,67.75,56.43,Loamy,Barley,38,4,0,14-35-14,2841
32.67,56.77,40.22,Clayey,Maize,38,0,0,17-17-17,3556
22.13,50.96,59.06,Clayey,Cotton,8,0,10,Urea,1909
24.84,53.53,34.79,Sandy,Millets,19,14,6,17-17-17,2036
30.24,58.88,49.24,Loamy,Tobacco,20,0,23,14-35-14,2486
25.81,58.56,40.21,Black,Wheat,20,1,19,Urea,2798
34.23,69.79,65.57,Clayey,Paddy,12,0,40,17-17-17,5172
28.67,57.67,21.0,Clayey,Millets,40,0,1,20-20,1674
30.8,55.01,25.0,Black,Oil seeds,35,0,0,17-17-17,2020
31.14,57.5,63.08,Loamy,Cotton,35,0,0,DAP,1611
33.11,67.57,32.21,Loamy,Wheat,4,12,30,DAP,3183
31.43,63.1,43.59,Black,Pulses,7,6,29,14-35-14,2116
29.73,59.06,69.92,Sandy,Millets,5,14,31,DAP,1816
21.23,46.1,36.59,Black,Ground Nuts,8,10,15,14-35-14,2791
28.01,50.89,20.0,Loamy,Millets,10,0,39,20-20,2374
23.56,57.65,42.16,Red,Cotton,30,0,0,DAP,1590
32.72,58.96,60.48,Black,Pulses,37,1,3,20-20,1959
31.16,48.63,20.19,Sandy,Oil seeds,37,0,1,28-28,2520
29.76,64.65,52.47,Red,Oil seeds,28,0,17,10-26-26,1940
36.17,68.75,32.62,Black,Cotton,38,0,0,14-35-14,1231
26.1,47.54,20.66,Loamy,Cotton,11,2,11,20-20,1772
33.77,48.38,32.49,Loamy,Cotton,6,11,20,14-35-14,1624
25.64,55.98,37.32,Red,Maize,27,0,19,14-35-14,4846
21.73,48.03,43.37,Sandy,Maize,4,14,15,20-20,3348
28.89,46.84,27.93,Loamy,Wheat,26,0,16,14-35-14,3465
33.59,51.12,39.54,Black,Wheat,18,4,43,17-17-17,2886
26.21,66.15,51.0,Red,Wheat,10,10,11,20-20,3461
39.86,71.81,57.26,Red,Oil seeds,36,0,0,20-20,1641
26.38,63.29,52.18,Clayey,Ground Nuts,21,4,20,14-35-14,1702
25.54,62.93,36.09,Loamy,Paddy,40,3,0,14-35-14,4417
27.38,60.32,50.76,Sandy,Pulses,5,13,26,14-35-14,1638
23.59,52.26,42.23,Sandy,Sugarcane,20,1,25,20-20,8437
33.97,49.49,35.62,Clayey,Maize,12,0,13,14-35-14,4934
33.16,51.42,47.39,Loamy,Cotton,10,3,5,17-17-17,1485
25.25,46.12,56.39,Black,Cotton,36,4,1,Urea,1905
28.82,61.5,42.75,Clayey,Ground Nuts,18,1,11,DAP,2339
30.93,67.78,70.0,Black,Ground Nuts,10,9,24,Urea,2225
34.27,65.79,45.96,Black,Oil seeds,16,0,13,10-26-26,2686
28.52,52.04,64.54,Black,Paddy,35,4,0,Urea,5681
26.18,60.1,34.98,Loamy,Cotton,20,0,20,DAP,1621
30.19,67.0,24.65,Sandy,Cotton,10,0,37,20-20,1032
26.15,56.28,48.04,Black,Cotton,18,0,20,28-28,1882
26.51,50.62,55.85,Sandy,Maize,10,6,27,DAP,3948
32.89,53.28,63.35,Black,Millets,12,3,42,Urea,1501
31.36,66.66,46.26,Clayey,Ground Nuts,18,0,23,17-17-17,2689
25.37,51.4,67.69,Red,Ground Nuts,13,0,35,20-20,2833
29.14,67.8,49.49,Red,Paddy,20,0,26,10-26-26,4659
29.89,71.8,41.42,Loamy,Paddy,16,0,34,DAP,4404
30.69,55.65,63.02,Clayey,Cotton,11,8,34,Urea,1024
31.52,67.58,32.04,Sandy,Ground Nuts,3,7,27,DAP,2701
26.01,41.55,61.19,Black,Ground Nuts,39,0,0,Urea,1654
30.43,55.84,34.76,Sandy,Paddy,15,0,36,20-20,5383
32.51,62.88,48.48,Loamy,Sugarcane,22,1,18,Urea,7786
27.22,49.1,27.15,Clayey,Oil seeds,2,11,21,28-28,1575
36.5,68.47,38.52,Red,Cotton,11,13,30,Urea,1437
21.59,54.14,68.42,Loamy,Barley,14,0,13,DAP,2669
30.75,52.41,36.1,Clayey,Oil seeds,21,1,25,14-35-14,2163
27.98,51.57,32.44,Sandy,Sugarcane,40,3,4,10-26-26,9734
33.96,52.94,35.23,Sandy,Wheat,19,2,18,Urea,3011
27.85,52.65,33.33,Clayey,Wheat,24,0,13,20-20,2625
26.51,63.74,20.0,Clayey,Wheat,16,0,41,28-28,3445
29.01,58.45,25.72,Red,Barley,17,0,36,Urea,2318
31.19,57.06,56.73,Red,Wheat,10,11,32,14-35-14,2529
24.32,46.37,64.36,Sandy,Ground Nuts,13,8,10,DAP,1951
27.82,58.73,41.49,Loamy,Ground Nuts,11,4,17,20-20,2677
29.29,73.05,60.5,Sandy,Tobacco,12,0,14,17-17-17,1639
33.05,59.1,34.65,Loamy,Wheat,4,7,27,28-28,3398
30.4,60.08,37.04,Loamy,Ground Nuts,41,2,0,10-26-26,2367
26.8,53.34,39.36,Red,Tobacco,12,0,14,Urea,2286
33.99,56.59,20.08,Sandy,Maize,15,0,35,14-35-14,3128
22.1,47.1,47.6,Loamy,Oil seeds,18,1,27,20-20,2773
31.57,49.29,48.02,Sandy,Millets,20,0,20,17-17-17,2026
37.51,57.76,60.62,Black,Paddy,9,6,32,10-26-26,4921
30.49,61.62,43.88,Clayey,Wheat,21,0,21,DAP,3055
33.16,70.77,55.48,Sandy,Tobacco,14,1,43,10-26-26,1773
25.11,67.21,30.73,Clayey,Ground Nuts,7,0,17,10-26-26,1855
32.74,60.15,33.03,Black,Wheat,6,0,32,Urea,2598
27.57,60.24,46.64,Black,Ground Nuts,9,10,19,17-17-17,1654
22.71,50.4,40.46,Black,Pulses,27,2,24,Urea,1020
28.32,57.04,36.82,Black,Pulses,36,2,0,DAP,1432
38.64,60.03,32.44,Sandy,Cotton,38,3,0,28-28,1613
30.56,52.13,44.67,Clayey,Pulses,20,0,16,10-26-26,1046
27.2,46.67,31.41,Clayey,Cotton,9,0,17,10-26-26,1262
29.09,44.8,44.98,Black,Millets,31,0,0,17-17-17,1638
27.56,50.27,33.38,Black,Maize,9,17,17,20-20,3362
29.91,71.44,52.85,Loamy,Millets,5,23,25,Urea,2202
30.04,59.31,23.46,Black,Wheat,37,2,0,Urea,3129
40.0,70.46,49.59,Black,Cotton,11,20,17,DAP,1107
31.02,63.58,48.47,Loamy,Tobacco,5,0,14,DAP,2109
38.72,62.6,32.93,Clayey,Maize,14,0,41,10-26-26,4979
30.61,64.43,45.47,Red,Cotton,25,4,19,10-26-26,1116
30.45,47.88,24.31,Red,Millets,46,3,0,20-20,1741
28.73,61.1,60.49,Black,Oil seeds,8,11,11,17-17-17,1902
28.37,51.61,45.94,Red,Paddy,4,7,30,20-20,5378
25.09,43.46,52.01,Black,Sugarcane,11,0,8,14-35-14,8323
26.06,45.12,29.83,Clayey,Pulses,9,17,19,28-28,1718
27.7,52.81,45.3,Red,Oil seeds,8,20,14,10-26-26,1708
33.17,57.64,31.57,Red,Wheat,18,2,34,Urea,2746
26.6,55.39,57.23,Red,Paddy,34,0,1,17-17-17,5740
24.5,53.2,40.47,Sandy,Sugarcane,6,18,18,DAP,6986
29.08,60.86,42.96,Loamy,Wheat,42,0,0,28-28,2811
34.13,51.37,63.68,Clayey,Pulses,6,14,29,10-26-26,1830
25.24,50.51,43.13,Clayey,Barley,11,0,12,14-35-14,2333
23.91,49.16,24.07,Black,Sugarcane,4,6,28,17-17-17,7149
27.47,58.55,35.02,Loamy,Oil seeds,9,22,11,28-28,2140
26.71,53.04,48.29,Red,Oil seeds,37,0,0,28-28,2008
34.59,63.22,42.17,Clayey,Maize,14,0,41,28-28,4578
25.82,49.88,37.06,Black,Pulses,27,0,18,14-35-14,2102
32.62,66.69,34.48,Loamy,Ground Nuts,23,2,18,DAP,2356
36.46,69.63,49.78,Sandy,Millets,11,2,8,14-35-14,2518
28.63,48.69,39.09,Red,Sugarcane,40,0,1,20-20,6083
31.48,74.48,40.94,Red,Pulses,21,0,24,DAP,1124
30.1,61.63,36.49,Black,Cotton,12,2,28,DAP,1032
28.57,50.92,24.51,Clayey,Ground Nuts,7,10,25,20-20,1675
24.06,52.41,28.87,Black,Tobacco,27,3,18,10-26-26,1881
32.76,50.53,26.65,Sandy,Tobacco,17,4,32,14-35-14,1814
32.02,56.24,36.81,Red,Maize,33,1,0,DAP,4214
27.39,68.54,31.22,Sandy,Cotton,13,0,40,Urea,1919
28.17,44.52,37.4,Sandy,Cotton,27,4,15,DAP,1921
39.6,57.34,40.13,Sandy,Paddy,11,0,36,DAP,5389
27.83,67.66,56.62,Sandy,Barley,14,14,19,10-26-26,2002
26.0,54.8,54.3,Red,Cotton,7,6,30,14-35-14,1151
27.72,53.82,38.47,Clayey,Tobacco,40,1,0,10-26-26,2164
26.97,44.41,51.42,Loamy,Millets,6,21,14,DAP,1539
34.47,63.73,36.79,Red,Sugarcane,14,0,35,20-20,9991
39.41,72.15,42.56,Black,Millets,8,17,16,20-20,2524
35.0,63.21,33.69,Red,Pulses,6,15,18,DAP,1325
